,주소,위도,경도,확인
17653,"인천광역시 미추홀구 염전로 414 (주안동, 주안역센트레빌)",37.46878069,126.6861912,ok
17654,인천광역시 미추홀구 매소홀로290번길 32 미추홀경찰서,37.44270389,126.653373,ok
17655,인천광역시 연수구 먼우금로 299 4동 105호,37.42263487,126.6821755,ok
17656,인천광역시 연수구 먼우금로83번길 49 대림3차아파트 관리동,37.4076594,126.6665506,ok
17657,"인천광역시 남동구 구월로372번길 90 관리동 (만수동, 하우스토리 만수)",37.45044121,126.7310384,ok
17658,인천광역시 부평구 마장로269번길 102 (산곡동 180-78),37.50301814,126.6972699,ok
17659,"인천광역시 부평구 안남로 269 관리동 1층 (산곡동,산곡푸르지오)",37.50780418,126.7067386,ok
17660,인천광역시 부평구 굴포로 104 ,37.51101248,126.7322407,ok
17661,인천광역시 서구 이음5로 65 관리동,37.59473373,126.7137493,ok
17662,인천광역시 서구 이음3로 125 관리동,37.59020175,126.7049636,ok
17663,인천광역시 서구 이음3로 220 관리동,37.58879716,126.7158549,ok
17664,"인천광역시 서구 이음5로 65 2413동 104호, 검단 금호어울림센트럴",37.59473373,126.7137493,ok
17665,인천광역시 서구 이음3로 130 1203동 103호(유승한내들에듀파크),37.58789006,126.7053185,ok
17666,인천광역시 서구 가정로 437 관리동,37.52425246,126.6701177,ok
17667,인천광역시 서구 이음5로 39 관리동,37.59651541,126.710599,ok
17668,인천광역시 서구 첨단동로 374 청라하나금융공동직장어린이집,37.55085908,126.6247668,ok
17669,전북특별자치도 전주시 완산구 효천중앙로 20 ,35.79768522,127.1028993,ok
17670,전북특별자치도 전주시 완산구 전주천서로 445 관리동(서신아이파크이편한세상),35.83141103,127.1258404,ok
17671,전북특별자치도 전주시 덕진구 진버들5길 21 더샵인후센트럴아파트 관리동,35.8370843,127.1633439,ok
17672,전북특별자치도 전주시 덕진구 혁신로 727 (반월세움펠리피아2차),35.87726116,127.0760048,ok
17673,전북특별자치도 전주시 덕진구 기지로 77 관리동어린이집(혁신대방디엠시티),35.83882525,127.0591821,ok
17674,전북특별자치도 전주시 덕진구 가련산로 24 영무예다음아파트 관리동,35.84093272,127.1117126,ok
17675,전북특별자치도 군산시 대명4길 9 ,35.98227408,126.7216497,ok
17676,전북특별자치도 익산시 배산로 165-10 ,35.95325587,126.9406138,ok
17677,전북특별자치도 완주군 대아저수로 1523-2 동상면,35.95740527,127.2931332,ok
17678,전북특별자치도 완주군 봉동읍 낙평남북로 18 204동 1층 4호,35.92778774,127.1658518,ok
17679,제주특별자치도 제주시 삼동2길 21-7 ,,,
17680,충청남도 천안시 동남구 청수6로 73 천안동남경찰서어린이집,36.78684697,127.1560572,ok
17681,충청남도 보령시 명천로 106 명천시티프라디움어린이집 단지 내,36.33494296,126.6049698,ok
17682,충청남도 서산시 성연4로 28 관리동(이안더서산),36.82140257,126.4520097,ok
17683,충청남도 서산시 예천5로 32 관리동(중흥S-클래스),36.76385296,126.4522647,ok
17684,충청남도 서산시 홍천로 20 ,36.78961826,126.4813144,ok
17685,충청남도 계룡시 농소로 64 LH2단지아파트 관리동,36.2620878,127.2582304,ok
17686,충청남도 당진시 동부로 99 당진수청한라비발디캠퍼스 107동 104호,36.89628936,126.6468325,ok
17687,충청남도 당진시 대덕1로 102 시티프라디움1차 관리동,36.88344092,126.643151,ok
17688,"충청북도 청주시 상당구 호미로 2 (용암동, 동남지구 대성베르힐2차)",36.61314814,127.5169507,ok
17689,"충청북도 청주시 청원구 1순환로 123 (내덕동, 청주 힐즈파크푸르지오)",36.66090633,127.4977198,ok
17690,충청북도 충주시 중방곡길 40-12 ,37.18282027,127.7410572,ok
17691,충청북도 충주시 첨단산업4로 24 충주코아루퍼스트 103동 102호,36.98749703,127.8288062,ok
17692,"충청북도 충주시 호암수청1로 29 (호암동, LH힐스테이트호암 의무동)",36.95574981,127.9247218,ok
17693,"충청북도 제천시 복합타운길 135 (신월동, 제천행복주택)",37.16222697,128.1859766,ok
17694,충청북도 옥천군 옥천읍 가화3길 10-8 ,36.30468241,127.5618388,ok
17695,충청북도 진천군 덕산읍 대하로 195 관리동어린이집,36.90641306,127.5396852,ok
17696,충청북도 음성군 대금로 552-12 관리동,36.96548319,127.4991379,ok
17697,"경기도 남양주시 도농로 34 3단지 관리동(다산동, 플루리움)",37.61264442,127.1626215,ok
17698,"경기도 남양주시 도농로 34 310동 104호(다산동, 플루리움)",37.61101957,127.1562291,ok
17699,"경기도 남양주시 도농로 34 303동 102호(다산동, 부영그린타운)",37.61101957,127.1562291,ok
17700,경기도 의정부시 용현로 118 관리동,37.74096251,127.0890643,ok
17701,"경기도 수원시 장안구 경수대로976번길 22 123동 101호(조원동, 수원한일타운아파트)",37.30632759,127.0047182,ok
17702,"경기도 수원시 장안구 경수대로976번길 22 151동 103호(조원동, 수원한일타운아파트)",37.30632759,127.0047182,ok
17703,"경기도 수원시 장안구 경수대로976번길 22 116동 106호(조원동, 수원한일타운아파트)",37.30632759,127.0047182,ok
17704,"경기도 수원시 장안구 경수대로976번길 22 133동 102호(조원동, 수원한일타운아파트)",37.30632759,127.0047182,ok
17705,경상남도 김해시 진영읍 김해대로361번길 31 자이아파트  복리동 1층,35.30906213,128.7284535,ok
17706,"경기도 고양시 일산서구 일현로 140 117동 101호(탄현동, 큰마을대림현대아파트)",37.70014661,126.7655482,ok
17707,"경기도 시흥시 장곡로53번길 10 217동 104호(장곡동, 숲속마을아파트)",37.37765535,126.781916,ok
17708,"서울특별시 동대문구 장안벚꽃로 167 210동 103호 (장안동, 래미안장안2차아파트)",37.5750721,127.0742821,ok
17709,대전광역시 대덕구 계족산로 130 선비마을5단지아파트 내 (송촌동),36.36551466,127.4444149,ok
17710,"경기도 안산시 단원구 원선1로 61 104동 105호(원곡동, 경남아너스빌)",37.32865497,126.8028068,ok
17711,"경기도 안산시 단원구 원선1로 61 112동 106호(원곡동, 경남아너스빌)",37.32865497,126.8028068,ok
17712,"경기도 고양시 일산서구 현중로 5 1501동 102호(탄현마을, 탄현마을15단지)",37.6910708,126.7681319,ok
17713,"경기도 고양시 덕양구 세솔로 25 2208동 101호(동산동, 동산마을호반베르디움22단지)",37.64631168,126.8888184,ok
17714,"경기도 광명시 하안로 320 1003동 102호(하안동, 주공10단지아파트)",37.46359595,126.8800939,ok
17715,"경기도 고양시 덕양구 행신로 99 관리소 내(행신동, 햇빛마을19단지)",37.61795244,126.8268864,ok
17716,"대구광역시 북구 대천로 101 (동천동, 칠곡3차화성타운)",35.93701409,128.5603512,ok
17717,세종특별자치시  도움1로 105 526동 102호,36.50150973,127.24561,ok
17718,"경기도 안산시 단원구 초지1로 78 1012동 101호(초지동, 행복한마을서해아파트)",37.30113048,126.81717,ok
17719,경상남도 김해시 율하1로 130 율현마을 율하e편한세상2차아파트 909동 103호,35.17204148,128.8181137,ok
17720,"경상북도 포항시 남구 오천읍 남원로 83 206동 104호(원리, 부영사랑으로아파트)",35.96927833,129.401798,ok
17721,"경기도 양주시 부흥로 2152-11 104동 101호(삼숭동, 성우아침의미소아파트)",37.80379434,127.0929876,ok
17722,"인천광역시 남동구 포구로 64-22 관리동 (논현동,소래풍림아파트)",37.40517156,126.7375434,ok
17723,"인천광역시 남동구 청능대로718번길 7 , 110동 101호(논현동, 소래마을풍림아파트)",37.40586128,126.7383123,ok
17724,경기도 안성시 공도읍 진건중길 15-10 우림루미아트 관리동 1층,36.99323755,127.1432654,ok
17725,경상남도 김해시 진영읍 장등로19번길 18 208동 101호,35.30855712,128.7325694,ok
17726,경기도 남양주시 와부읍 덕소로 270 109동 102호(한강우성아파트),37.5781377,127.22204,ok
17727,경상남도 양산시 내송큰들로 73 404동 101호(더샵데시앙1차),35.32184441,129.0701134,ok
17728,경기도 파주시 한빛로 11 311동 103호,37.71340784,126.7486202,ok
17729,"경기도 안산시 단원구 안산천남로 245 909동 101호(고잔동, 주공그린빌9단지아파트)",37.31010391,126.8402838,ok
17730,"인천광역시 남동구 소래역로 94 관리동(논현동, 단풍마을 휴먼시아)",37.40569436,126.7344487,ok
17731,경기도 의왕시 포일세거리로 93 관리동 1층,37.40473025,126.9862664,ok
17732,"경상남도 창원시 진해구 신항동로 267 409동 103호(용원동, 부산신항4단지 부영아파트)",35.08719627,128.8017816,ok
17733,"경상남도 창원시 진해구 신항동로 225 308동 106호(용원동, 부산신항3단지 부영아파트)",35.08817117,128.8019663,ok
17734,"서울특별시 도봉구 노해로69길 103 107동 103호(창동, 동아청솔아파트)",37.65778635,127.0492757,ok
17735,"경기도 남양주시 다산중앙로82번길 15 5107동 104호(다산동, 다산 자연앤e편한세상)",37.62105125,127.1555474,ok
17736,"경기도 남양주시 늘을3로 7 1112동 104호(호평동, 호평동현대아이파크)",37.65960334,127.2408671,ok
17737,"경상남도 창원시 성산구 대정로 73 102동 101호(남양동, 성원1차아파트)",35.2115144,128.7004475,ok
17738,"경기도 수원시 권선구 매실로 70 115동 101호(호매실동, GS아파트)",37.268302,126.9585459,ok
17739,"대전광역시 유성구 반석서로 98 (반석동, 반석마을6단지 관리동)",36.39318343,127.3087232,ok
17740,경상남도 김해시 인제로 167-4 어방화인어린이집 (어방동),35.2461754,128.9020425,ok
17741,"경상남도 창원시 성산구 외동반림로 200 8동 110호(용호동, 무학아파트)",35.2350099,128.6788077,ok
17742,"인천광역시 남동구 서창남로 17 , 관리동 (서창동, 서창베라체아파트)",37.41962321,126.7510666,ok
17743,"인천광역시 남동구 서창남로 17 ,1117동 101호(서창동, 서창베라체아파트)",37.41962321,126.7510666,ok
17744,"경기도 용인시 기흥구 새천년로 40 관리동(신갈동, 파크시엘)",37.28822455,127.1141986,ok
17745,"인천광역시 중구 하늘별빛로 86 923동 103호(중산동, 한라비발디아파트)",37.49262889,126.5635112,ok
17746,"경기도 수원시 장안구 정자로42번길 52 733동 101호(천천동, 비단마을베스트타운아파트)",37.29877142,126.981574,ok
17747,강원도 속초시 조양로142번길 5 (조양동),38.18804316,128.5848129,ok
17748,"인천광역시 남동구 구월로 192 , 1502동 103호(구월동, 힐스테이트롯데캐슬골드1단지아파트)",37.45647931,126.7104379,ok
17749,경상남도 양산시 금오16길 100 309동 105호(이지더원3차),35.32290278,129.0271851,ok
17750,경기도 하남시 미사강변동로 20 미사강변사랑으로부영아파트 3105동 102호,37.55779267,127.1976863,ok
17751,경기도 화성시 효행로 229-11 광도와이드빌아파트 관리동 (기안동),37.22740876,126.9730058,ok
17752,"경기도 의정부시 호국로1142번길 18 (가능동, 브라운스톤흥선) 관리동  내",37.74190865,127.0305996,ok
17753,"경상남도 창원시 진해구 신항5로 56 602동 103호(용원동, 부영아파트)",35.0884251,128.8075854,ok
17754,"경기도 수원시 권선구 권선로694번길 25 (권선동, 수원시청역 SK VIEW)",37.25793158,127.0270041,ok
17755,경기도 고양시 일산서구 강선로 169 후곡마을 15단지 내,37.67767755,126.769845,ok
17756,경기도 광주시 곤지암읍 평촌길 17 현진에버빌아파트 관리동 1층,37.35625843,127.3283368,ok
17757,"대전광역시 유성구 도안동로 523 216동 102호(봉명동, 베르디움)",36.3491761,127.3470638,ok
17758,"경기도 남양주시 늘을3로 65-26 1311동 102호(호평동, 호평마을중흥에스클래스아파트)",37.65974863,127.2502341,ok
17759,경상북도 구미시  신비로 100 105동 105호(강변효성해링턴),36.12024725,128.3721316,ok
17760,"서울특별시 송파구 잠실로 88 124동 104호(잠실동, 레이크팰리스아파트)",37.50753416,127.0932143,ok
17761,"전북특별자치도 전주시 덕진구 천마산로 33 송천동2가, 송천주공2차아파트 관리동",35.8650105,127.1266802,ok
17762,"서울특별시 강남구 개포로109길 21 304동 106호(개포동, 대청아파트)",37.49562649,127.077191,ok
17763,"인천광역시 남동구 소래역로 119 810동 101호(논현동, 휴먼시아 동산마을)",37.40498791,126.7280072,ok
17764,경기도 남양주시 다산중앙로81번길 25 자연앤이편한세상자이 3509동 101호,37.62015536,127.1522666,ok
17765,"경기도 남양주시 다산중앙로81번길 25 3509동 102호(다산동, 다산 이편한세상 자이)",37.62015536,127.1522666,ok
17766,경기도 남양주시 평내로 46 주공아파트 관리동1층,37.64013274,127.2340373,ok
17767,"서울특별시 노원구 섬밭로 265 14동 108호(중계동, 상아아파트)",37.63828783,127.0627161,ok
17768,경상남도 양산시 물금읍 신주로 69 114동 102호(신창비바패밀리아파트),35.33222337,129.0176091,ok
17769,서울특별시 금천구 시흥대로 165 남서울힐스테이트106-104,37.44790332,126.9007227,ok
17770,"인천광역시 서구 서곶로 818 110동 105호(당하동, 당하탑스빌아파트)",37.59200163,126.6755322,ok
17771,경상남도 창원시 마산회원구 내서읍 중리상곡로 20-1 1105-104,35.24351458,128.5055949,ok
17772,"경기도 남양주시 도농로 34 관리사무소 내 1층(다산동, 플루리움)",37.61101957,127.1562291,ok
17773,"경기도 수원시 장안구 수성로245번길 21 313동 103호(정자동, 화서역우방센트럴파크아파트)",37.28977374,126.9987508,ok
17774,"경기도 수원시 장안구 대평로51번길 56 255동 103호(정자동, 화서역파크뷰아파트)",37.29227492,126.9917564,ok
17775,경기도 이천시 증신로325번길 39 라온프라이빗아파트 103동 103호,37.30003423,127.4355568,ok
17776,서울특별시 강남구 언주로 107 현대아파트 단지내(개포동),37.48358634,127.0519555,ok
17777,충청남도 아산시 매곡중앙3로 36 한들물빛도시 시티프라디움 111동 105호,36.7826936,127.0897083,ok
17778,경기도 파주시 동패로 117 한울마을 2단지 운정벽산블루밍아파트,37.71241891,126.7396412,ok
17779,경기도 파주시 동패로 117 212동 105호(한울마을2단지 운정벽산블루밍),37.71241891,126.7396412,ok
17780,경기도 파주시 동패로 117 202동 102호(한울마을2단지 운정벽산블루밍),37.71241891,126.7396412,ok
17781,"경기도 오산시 운암로 63 관리동 1층(오산동, 현대)",37.15195012,127.075819,ok
17782,경기도 남양주시 별내면 청학로68번길 23 305동 104호(청학주공3단지아파트),37.71000378,127.1182688,ok
17783,대구광역시 달성군 다사읍 대실역북로 26 대실역청아람 2단지,35.8595821,128.467908,ok
17784,경기도 포천시 소흘읍 태봉로 227 212동 103호(송천마을뜨란채아파트),37.83369206,127.1472988,ok
17785,경기도 광주시 경충대로1422번길 25 관리동 1층(동성1차아파트),37.39888493,127.2775498,ok
17786,경기도 화성시 향남읍 발안남로 66 관리동,37.1280615,126.9031896,ok
17787,"서울특별시 강동구 상암로 11 112동 101호(암사동, 선사현대아파트)",37.55344749,127.12566,ok
17788,부산광역시 기장군  정관읍 산막길 9 ,35.33168542,129.1712444,ok
17789,인천광역시 미추홀구 소성로 120 114동 101호,37.44170089,126.6621802,ok
17790,경기도 남양주시 진접읍 해밀예당1로 272 2303동 1층(신안인스빌23단지아파트),37.72319785,127.2061704,ok
17791,경상남도 양산시 내송큰들로 141 105동 105호(더샵데시앙),35.32072332,129.0656145,ok
17792,인천광역시 계양구 효서로 417 임광그대가아파트 관리동,37.52815933,126.7433179,ok
17793,"경기도 수원시 장안구 화산로187번길 19 107동 104호(천천동, 천천 삼성래미안아파트)",37.29798241,126.9757409,ok
17794,"경기도 수원시 장안구 화산로187번길 19 107동 104호(천천동, 천천 삼성래미안)",37.29798241,126.9757409,ok
17795,"경기도 용인시 기흥구 흥덕2로118번길 30 관리동 (영덕동,흥덕우미린레이크포레)",37.27757519,127.0775753,ok
17796,"경기도 용인시 기흥구 중부대로746번길 21 관리동(상하동,지석마을진흥더루벤스)",37.26048493,127.1380702,ok
17797,"인천광역시 남동구 서창남순환로 190-15 , 715동 102호(서창동, 서창퍼스트뷰아파트)",37.42320966,126.7449604,ok
17798,"대전광역시 유성구 지족로 317 110동 102호(지족동, 반석마을1단지아파트)",36.3881892,127.3119254,ok
17799,"경기도 남양주시 미금로57번길 20 712동 101호(다산동, 남양아이좋은집)",37.60858318,127.1512665,ok
17800,경기도 화성시 감배산로 30 1627동 102호,37.19066756,127.0908728,ok
17801,대구광역시 북구 서변로 26 월드메르디앙아파트 단지 내 (서변동),35.91880585,128.5972329,ok
17802,"충청남도 천안시 서북구 불당17길 14 112동 104호(불당동, 현대아이파크)",36.80910432,127.1102906,ok
17803,경상북도 포항시 남구 오천읍 문덕로54번길 9 삼성아트풀 103동 101호,35.95774261,129.4015169,ok
17804,"경기도 화성시 동탄중앙로 213 244동 101호(반송동, 시범한빛마을금호어울림2단지아파트)",37.2052768,127.0671851,ok
17805,서울특별시 중랑구 봉화산로 193 신내대명 아파트 단지내 (신내동),37.60683224,127.0944572,ok
17806,경상남도 창원시 성산구 삼동로 125 대원파크빌아파트 단지내 복지동 1층,35.22506506,128.6555888,ok
17807,"경상남도 창원시 마산합포구 현동4길 20 103동 101호(현동,중흥S클래스프라디움)",35.15279005,128.5498211,ok
17808,경기도 안양시 동안구  운곡로 37 (비산동),37.40399918,126.9456451,ok
17809,"경기도 광명시 하안로 364 912동 106호(하안동, 하안주공9단지아파트)",37.46807462,126.8785247,ok
17810,경기도 평택시 세교2로 38 개나리아파트 관리동(세교동),37.0002056,127.0821894,ok
17811,"인천광역시 남동구 만수서로 55 , 119동 102호 (만수동, 향촌휴먼시아1단지아파트)",37.46355897,126.7336011,ok
17812,"강원도 삼척시 교동로 133 304동 104호(교동, 교동코아루아파트)",37.45053473,129.1761153,ok
17813,경상북도 경주시 강동로 66-26 101동 104호,35.9907012,129.2770551,ok
17814,경기도 의정부시 부용로 174 상록아이파크단지내 관리동,37.75158321,127.0763579,ok
17815,대전광역시 동구 대전로 646 현대아파트 관리동1층(효동),36.31887901,127.4417612,ok
17816,대전광역시 동구 옥천로 38 신흥마을아파트관리동(신흥동),36.3209537,127.4449194,ok
17817,"강원도 강릉시 성덕로 328-15 115동 102호(입암동, 금호어울림아파트)",37.75443945,128.9193368,ok
17818,"경기도 남양주시 화도읍 맷돌로 50 104동 103호(마석우리, 보미청광플러스원)",37.65833284,127.2981071,ok
17819,서울특별시 노원구 덕릉로73길 28 (중계1동 양지대림아파트  2단지 관리동내),37.65247558,127.0719352,ok
17820,서울특별시 관악구 신림동7길 23 2층 (신림동)  [신림동],37.48599263,126.9265972,ok
17821,서울특별시 관악구 관악로30길 27 관악푸르지오아파트 1단지 관리동(122동 123동 사이),37.48896635,126.9606433,ok
17822,서울특별시 관악구 관천로15길 100 2층 (신림동)  [신사동],37.4859883,126.9170565,ok
17823,서울특별시 관악구 조원로 168 1층(신림동)  [신사동],37.4860041,126.920911,ok
17824,서울특별시 관악구 남부순환로 1665-24 (봉천동)  [은천동],37.48538602,126.9361221,ok
17825,서울특별시 관악구 관악로30길 27 관악푸르지오아파트 120-103,37.48896635,126.9606433,ok
17826,"서울특별시 관악구 은천로 86 208동 101호(봉천동, 두산아파트)",37.48554817,126.9444248,ok
17827,서울특별시 관악구 봉천로23길 6 (봉천동)  [보라매동],37.48672122,126.9354425,ok
17828,서울특별시 관악구 은천로 144 [중앙동] (봉천동),37.48617961,126.9509791,ok
17829,서울특별시 관악구 신림로64길 57 (신림동)  [신림동],37.48549318,126.9329244,ok
17830,"경기도 남양주시 평내로 113 관리동(평내동, 대주1차아파트)",37.64578097,127.2365387,ok
17831,서울특별시 관악구 은천로 86 두산아파트 208-101,37.48554817,126.9444248,ok
17832,"서울특별시 관악구 은천로 86 2단지 관리동 1층 (봉천동, 두산아파트)  [은천동]",37.48554817,126.9444248,ok
17833,서울특별시 관악구 구암길 98 1층 구암어린이집 (봉천동)  [성현동],37.49174628,126.9471561,ok
17834,서울특별시 관악구 구암길 76 1층 구암어린이집 (봉천동)  [성현동],37.49080366,126.9478042,ok
17835,"서울특별시 관악구 관악로30길 27 121동 103호(봉천동, 관악푸르지오아파트)  [청림동]",37.48896635,126.9606433,ok
17836,서울특별시 관악구 관악로 246 (봉천동)  [행운동],37.4860897,126.9570179,ok
17837,서울특별시 관악구 관악로30길 12 104동 106호(봉천동 봉천우성아파트),37.48413576,126.9606073,ok
17838,서울특별시 관악구 관천로15길 116 (신림동)  [신사동],37.48584308,126.9161828,ok
17839,서울특별시 관악구 조원로 180 전층 (신림동)   [신사동],37.48616706,126.9220792,ok
17840,서울특별시 관악구 관천로15길 116 ,37.48584308,126.9161828,ok
17841,경기도 파주시 문산읍 우계로457번길 29 103-103,37.85803042,126.7910719,ok
17842,"경상남도 창원시 성산구 창원대로 548 104동 105호(대원동, 대동아파트)",35.22586026,128.653462,ok
17843,서울특별시 관악구 신사로10길 29 (신림동)  [신사동],37.486347,126.9151644,ok
17844,대구광역시 수성구 욱수천로 133 ,35.84037673,128.7165415,ok
17845,"서울특별시 관악구 성현로 80 138동 101호(봉천동, 관악드림타운)  [성현동]",37.48984744,126.9529855,ok
17846,"서울특별시 관악구 당곡2가길 29 1,2층 (봉천동)  [보라매동]",37.49176764,126.9298497,ok
17847,서울특별시 관악구 관천로12길 30 <신림동>,37.48605594,126.9262478,ok
17848,충청남도 당진시 송악읍 반촌로 108 롯데캐슬아파트 109-103,36.90389408,126.6955219,ok
17849,서울특별시 관악구 관악로30길 27 관악푸르지오아파트 121-104,37.48896635,126.9606433,ok
17850,서울특별시 관악구 봉천로 331-8 (봉천동)  [은천동],37.48573426,126.937632,ok
17851,"서울특별시 관악구 신사로10길 30 지하1층, 지상4층 (신림동)  [신사동]",37.48627698,126.9148954,ok
17852,서울특별시 관악구 양녕로16길 44-9 선의관악복지관 1층 (봉천동)  [성현동],37.49141802,126.946102,ok
17853,서울특별시 관악구 관악로30길 27 관악푸르지오아파트 122-101,37.48896635,126.9606433,ok
17854,"서울특별시 관악구 은천로 86 207동 102호(봉천동, 두산아파트)  [은천동]",37.48554817,126.9444248,ok
17855,서울특별시 관악구 은천로 93 벽산블루밍아파트 1718동 1호,37.48735272,126.9454289,ok
17856,서울특별시 관악구 양녕로 117 벽산블루밍아파트 506동,37.49150878,126.9427267,ok
17857,"서울특별시 관악구 관천로27길 2 103-103(신림동,우방아파트)   [신사동]",37.48846493,126.9186431,ok
17858,"서울특별시 관악구 은천로 93 207동 102호(봉천동, 벽산블루밍아파트) [은천동]",37.48735272,126.9454289,ok
17859,서울특별시 관악구 구암5길 14 봉일교회 [성현동] (봉천동),37.48299545,126.9560153,ok
17860,"서울특별시 관악구 성현로 80 133-101(관악드림타운, 봉천동)",37.48984744,126.9529855,ok
17861,서울특별시 관악구 관악로30길 27 관악푸르지오아파트 106동 102호,37.48896635,126.9606433,ok
17862,"서울특별시 관악구 관악로 285 108동 101호(봉천동, 봉천동아1차아파트)  [성현동]",37.48936831,126.9551316,ok
17863,"인천광역시 남동구 논현로 106 , 609동 103호(논현동, 어진마을 한화 꿈에그린)",37.40104731,126.7203597,ok
17864,서울특별시 관악구 봉천로17길 5-16 ,37.48850457,126.9315704,ok
17865,"서울특별시 관악구 봉천로17길 5-16 1,2,3층 [보라매동] (봉천동)",37.48850457,126.9315704,ok
17866,서울특별시 관악구 관악로 273  -18 연수어린이집,37.48851062,126.9572647,ok
17867,서울특별시 관악구 관천로27길 2 우방아파트 103-103,37.48846493,126.9186431,ok
17868,전북특별자치도 전주시 덕진구 호성동2가 호성로 170 306동104호,35.8663444,127.1456384,ok
17869,"경기도 수원시 장안구 천천로74번길 35 811동 104호(정자동, 북수원리버파크아파트)",37.3000162,126.986172,ok
17870,"경기도 수원시 장안구 천천로74번길 35 (정자동, 북수원리버파크아파트)",37.3000162,126.986172,ok
17871,"서울특별시 관악구 성현로 80 143동 101호(봉천동, 관악드림타운)  [성현동]",37.48984744,126.9529855,ok
17872,서울특별시 관악구 봉천로21길 66 보라매동] (봉천동),37.48980165,126.9344237,ok
17873,서울특별시 관악구 관악로 285 성현동아아파트 107-103,37.48936831,126.9551316,ok
17874,서울특별시 관악구 성현로 80 성현동] (봉천동),37.48984744,126.9529855,ok
17875,서울특별시 관악구 청림3길 37 (봉천동)  [청림동],37.48971079,126.9583655,ok
17876,서울특별시 관악구 봉천로 247-13 보라매동] (봉천동),37.48972986,126.9293025,ok
17877,서울특별시 관악구 청림5길 28 관악푸르지오아파트 2단지 관리동,37.48959558,126.9602716,ok
17878,"서울특별시 관악구 관악로 285 107동 103호(봉천동, 성현동아아파트)  [성현동]",37.48936831,126.9551316,ok
17879,서울특별시 관악구 청림5길 28 (봉천동)  [청림동],37.48959558,126.9602716,ok
17880,"서울특별시 관악구 성현로 80 120동 101호(봉천동, 관악드림타운)  [성현동]",37.48984744,126.9529855,ok
17881,"인천광역시 남동구 논고개로 17 , 1117동 102호(논현동, 에코메트로11단지한화꿈에그린아파트)",37.39535776,126.730772,ok
17882,"서울특별시 관악구 관악로 285 105동 101호(봉천동, 봉천동아1차아파트)  [성현동]",37.48936831,126.9551316,ok
17883,서울특별시 관악구 성현로 80 113동 105호(봉천동  관악드림타운),37.48984744,126.9529855,ok
17884,"서울특별시 관악구 관천로22길 43 1,2,3층 [신림동] (신림동)",37.48883175,126.924801,ok
17885,서울특별시 관악구 봉천로13길 29-32 (봉천동)  [보라매동],37.49062269,126.9303972,ok
17886,서울특별시 관악구 봉천로23나길 35 101호,37.48705916,126.9374008,ok
17887,"서울특별시 관악구 은천로 95 (봉천동, 벽산블루밍아파트)  [은천동]",37.48734609,126.945895,ok
17888,서울특별시 관악구 관천로16길 40 1층 (신림동),37.48733549,126.9255795,ok
17889,"서울특별시 관악구 은천로 93 205동 101호(봉천동, 벽산블루밍아파트)  [은천동]",37.48735272,126.9454289,ok
17890,서울특별시 관악구 국회단지9길 7 가람어린이집 [은천동] (봉천동),37.48845502,126.9405798,ok
17891,"서울특별시 관악구 은천로 93 204동 102호(봉천동, 벽산블루밍아파트)  [은천동]",37.48735272,126.9454289,ok
17892,서울특별시 관악구 보라매로3길 23 2층(카페24직장어린이집),37.49104293,126.9255364,ok
17893,서울특별시 관악구 관악로30길 27 관악푸르지오아파트 121-104 [청림동] (봉천동),37.48896635,126.9606433,ok
17894,서울특별시 관악구 봉천로23가길 3 (봉천동)  [보라매동],37.48721617,126.9351626,ok
17895,서울특별시 관악구 봉천로23다길 23 보라매동] (봉천동),37.48750304,126.9369705,ok
17896,"서울특별시 관악구 관악로30길 27 103동104호( 봉천동, 관악푸르지오아파트)[청림동]",37.48896635,126.9606433,ok
17897,서울특별시 관악구 국회단지4길 21 하나둘셋어린이집,37.48738318,126.9412905,ok
17898,서울특별시 관악구 봉천로23나길 35 101호,37.48705916,126.9374008,ok
17899,서울특별시 관악구 당곡6길 16-3 보라매동] (봉천동),37.49129379,126.9284928,ok
17900,서울특별시 관악구 관악로37길 65 (봉천동)  [성현동],37.48689269,126.9558426,ok
17901,서울특별시 관악구 신사로20길 52 (신림동)  [신사동],37.48688318,126.9175578,ok
17902,"서울특별시 관악구 은천로 137 1동 102호(봉천동,관악유앤아이)  [성현동]",37.4867979,126.9505824,ok
17903,서울특별시 관악구 당곡2가길 11 당곡1어린이집 [보라매동] (봉천동),37.4912141,126.9296227,ok
17904,서울특별시 관악구 은천로35나길 25-4 ,37.48695319,126.9524593,ok
17905,"대구광역시 동구 안심로73길 22 단지내(신서동, 신서롯데캐슬레전드)",35.87151633,128.7254609,ok
17906,서울특별시 관악구 은천로25길 33 성현동] (봉천동),37.48825446,126.9494967,ok
17907,서울특별시 관악구 국회단지10길 22 (봉천동)  [은천동],37.48825203,126.9427923,ok
17908,서울특별시 관악구 당곡길 45-3 ,37.49088325,126.9282637,ok
17909,"경기도 수원시 장안구 천천로74번길 35 815동 103호(정자동, 북수원리버파크아파트)",37.3000162,126.986172,ok
17910,서울특별시 관악구 성현로 80 관악드림타운아파트 144-101,37.48984744,126.9529855,ok
17911,서울특별시 관악구 은천로 93 벽산블루밍아파트 202-101,37.48735272,126.9454289,ok
17912,서울특별시 관악구 관천로21길 16 ,37.4880888,126.9206958,ok
17913,서울특별시 관악구 관천로16길 55 (신림동)  [신림동],37.48775122,126.9264541,ok
