,정보공시 학교코드,학교명,1학년 학생수,학교도로명 주소,위도,경도
3846,S110001878,샛별초등학교,107,충청북도 청주시 서원구 원흥로 24,36.6087722,127.4716722
3847,S110001886,비봉초등학교,109,충청북도 청주시 청원구 오창읍 구룡2길 10,36.7130081,127.4135475
3848,S110001889,장야초등학교,68,충청북도 옥천군 옥천읍 장야3길 25,36.29655,127.579985
3849,S110001891,성화초등학교,95,충청북도 청주시 서원구 신화로 22,36.616031,127.455015
3850,S110001919,국원초등학교,172,충청북도 충주시 국원초1길 47,36.981083,127.944178
3851,S110001951,서현초등학교,164,충청북도 청주시 흥덕구 서현중로 7,36.6195474803,127.429948572
3852,S110001955,직지초등학교,112,충청북도 청주시 흥덕구 공단로99번길 22,36.6399282,127.4379232
3853,S110001958,솔밭초등학교,283,충청북도 청주시 흥덕구 대농로 42,36.641452,127.426292
3854,S110001998,동성초등학교,144,충청북도 음성군 맹동면 학예로 50,36.9130216,127.5441132
3855,S110002003,양청초등학교,100,충청북도 청주시 청원구 오창읍 양청리,36.6649344,127.4601472
3856,S110002005,창리초등학교,279,충청북도 청주시 청원구 2산단2로 32,36.736652,127.4493161
3857,S110002199,청주소로초등학교,153,충청북도 청주시 흥덕구 옥산면 오송가락로 1020,36.672427,127.390317
3858,S110002200,청주내곡초등학교,245,충청북도 청주시 흥덕구 송화로214번길 30,36.667208,127.457277
3859,S110002201,진천상신초등학교,206,충청북도 진천군 덕산읍 대월로 107,36.903744,127.541112
3860,S110002202,단재초등학교,206,충청북도 청주시 상당구 단재로 350,36.59953,127.50016
3861,S110002213,충주중앙탑초등학교,152,충청북도 충주시 중앙탑면 원앙4길 52,37.016628,127.831368
3862,S110002234,생명초등학교,182,충청북도 청주시 청원구 오창읍 중부로 772,36.711987,127.438795
3863,S110002236,충주대소원초등학교,43,충청북도 충주시 대소원면 첨단산업4로 48,36.988899,127.827406
3864,S110002238,충주남한강초등학교,172,충청북도 충주시 호암수청2로 55,36.9551487443,127.9292537183
3865,S110002253,용아초등학교,203,충청북도 청주시 상당구 중고개로142번길 32-15,36.618207,127.522274
3866,S000003499,공주교육대학교부설초등학교,78,충청남도 공주시 하선길 47,36.4418906,127.1178556
3867,S120000293,경천초등학교,4,충청남도 공주시 계룡면 신원사로 112,36.3244405,127.1496294
3868,S120000294,계룡초등학교,10,충청남도 공주시 계룡면 영규대사로 459,36.3576949,127.1412668
3869,S120000295,공주교동초등학교,25,충청남도 공주시 용당길 69-6,36.459743,127.116587
3870,S120000296,공주금학초등학교,11,충청남도 공주시 공주고담길 19,36.4476697,127.1252116
3871,S120000297,공주봉황초등학교,15,충청남도 공주시 오거리길 5,36.449322,127.12102
3872,S120000298,공주신월초등학교,186,충청남도 공주시 번영1로 193,36.473801,127.149288
3873,S120000299,공주중동초등학교,20,충청남도 공주시 웅진로 146-5,36.4536917,127.1252829
3874,S120000302,구산초등학교,7,충청남도 공주시 유구읍 유구마곡사로 61-1,36.55148,126.95785
3875,S120000304,귀산초등학교,11,충청남도 공주시 우성면 귀산길 81-15,36.4999710111,127.1130513435
3876,S120000312,덕암초등학교,5,충청남도 공주시 유구읍 금계산로 943,36.630015,126.97015
3877,S120000315,마곡초등학교,4,충청남도 공주시 사곡면 운정길 29-10,36.33328,127.01057
3878,S120000317,반포초등학교,7,충청남도 공주시 반포면 반포초교길 97,36.39984,127.245212
3879,S120000323,상서초등학교,16,충청남도 공주시 우성면 우성길 137-37,36.4792954,127.0777293
3880,S120000326,석송초등학교,10,충청남도 공주시 정안면 마래섭들길 56,36.564475,127.114388
3881,S120000330,수촌초등학교,10,충청남도 공주시 의당면 윗태실길 1-8,36.5173434,127.1351863
3882,S120000331,신관초등학교,87,충청남도 공주시 번영1로 97-13,36.4756053,127.1388611
3883,S120000332,신풍초등학교,3,충청남도 공주시 신풍면 신풍길 50-11,36.5175,126.95295
3884,S120000338,우성초등학교,8,충청남도 공주시 우성면 동대리길 33,36.4717709,127.0478449
3885,S120000343,유구초등학교,18,충청남도 공주시 유구읍 유구초교길 12,36.554267,126.949688
3886,S120000345,의당초등학교,12,충청남도 공주시 의당면 의당초교길 49,36.530486,127.153831
3887,S120000348,이인초등학교,7,충청남도 공주시 이인면 은행길 56,36.36224,127.060188
3888,S120000353,정안초등학교,8,충청남도 공주시 정안면 정안중앙길 79,36.60224,127.116762
3889,S120000360,탄천초등학교,9,충청남도 공주시 탄천면 통산로 168,36.331242,127.030263
3890,S120000361,태봉초등학교,9,충청남도 공주시 원태봉길 57,36.415999,127.088713
3891,S120000362,학봉초등학교,5,충청남도 공주시 반포면 동학사1로 141-10,36.361179,127.252596
3892,S120000364,호계초등학교,9,충청남도 공주시 사곡면 마곡사로 149-12,36.5076773,127.0235289
3893,S120000366,효포초등학교,9,충청남도 공주시 전진배길 313,36.4287701,127.148024
3894,S120000376,군북초등학교,6,충청남도 금산군 군북면 군북로 714,36.1675772519,127.5273941451
3895,S120000378,금성초등학교금계분교장,0,충청남도 금산군 금성면 어필각로 448,36.1609998,127.479287
3896,S120000382,금산동초등학교,13,충청남도 금산군 금산읍 후곤천길 145,36.1041719,127.4985617
3897,S120000383,금산중앙초등학교,80,충청남도 금산군 금산읍 금산로 1427,36.1,127.4
3898,S120000385,금산초등학교,72,충청남도 금산군 금산읍 인삼로 69,36.1041356,127.4894966
3899,S120000386,금성초등학교,4,충청남도 금산군 금성면 진산로 370,36.1305905884,127.4547637415
3900,S120000389,남이초등학교,1,충청남도 금산군 남이면 진악로 51,36.0507925314,127.4366629739
3901,S120000392,남일초등학교,10,충청남도 금산군 남일면 봉황로 83,36.0433798,127.5038367
3902,S120000395,복수초등학교,2,충청남도 금산군 복수면 복수로 137,36.1661926104,127.3978067019
3903,S120000399,부리초등학교,9,충청남도 금산군 부리면 현내로 81,36.0617945,127.554945
3904,S120000402,상곡초등학교,5,충청남도 금산군 군북면 상곡길 34,36.206379,127.5711521
3905,S120000405,성대초등학교,6,충청남도 금산군 추부면 군북로 1402,36.226207,127.508258
3906,S120000406,신대초등학교,4,충청남도 금산군 복수면 복수로 753,36.2100113819,127.378136155
3907,S120000408,용문초등학교,12,충청남도 금산군 군북면 시두물길 15,36.1344266978,127.5024331796
3908,S120000410,제원초등학교,2,충청남도 금산군 제원면 제원3길 11,36.1136636,127.5452695
3909,S120000414,진산초등학교,4,충청남도 금산군 진산면 읍내로 41,36.1435161,127.3676731
3910,S120000418,추부초등학교,17,충청남도 금산군 추부면 하마전로 23,36.1911927,127.4688691
3911,S120000440,가야곡초등학교,4,충청남도 논산시 가야곡면 덕은로 160,36.1,127.1
3912,S120000441,감곡초등학교,3,충청남도 논산시 부적면 계백로 1676-26,36.21028844,127.1605093328
3913,S120000442,강경산양초등학교,8,충청남도 논산시 강경읍 산양길 45,36.1473263,127.0219685
3914,S120000443,강경중앙초등학교,10,충청남도 논산시 강경읍 옥녀봉로 8,36.1602668,127.0191935
3915,S120000444,강경황산초등학교,24,충청남도 논산시 강경읍 대흥로34번길 5,36.1573586,127.0131441
3916,S120000446,광석초등학교,5,충청남도 논산시 광석면 사계로 451,36.2438653,127.0808353
3917,S120000447,구자곡초등학교,14,충청남도 논산시 연무로 369,36.1224635,127.1173351
3918,S120000448,노성초등학교,13,충청남도 논산시 노성면 노성로507번길 11,36.2766146,127.1226337
3919,S120000449,논산동성초등학교,92,충청남도 논산시 관촉로 263,36.2031877,127.0930728
3920,S120000450,논산반월초등학교,14,충청남도 논산시 해월로 148,36.203645,127.084241
3921,S120000451,논산부창초등학교,40,충청남도 논산시 시민로397번길 10,36.1998691,127.0845015
3922,S120000452,논산중앙초등학교,123,충청남도 논산시 논산대로 269-10,36.1909643,127.0915607
3923,S120000453,대명초등학교,2,충청남도 논산시 상월면 상월로 260,36.2979344,127.1672256
3924,S120000456,도산초등학교,19,충청남도 논산시 벌곡면 수락로 23,36.1617302,127.3156651
3925,S120000459,두마초등학교,61,충청남도 계룡시 두마면 팥거리로 160,36.269679407,127.2695963656
3926,S120000460,반곡초등학교,28,충청남도 논산시 양촌면 황산벌로1126번길 5,36.1828841,127.2053251
3927,S120000461,백석초등학교,9,충청남도 논산시 연산면 선비로 726,36.2473474564,127.179570098
3928,S120000462,벌곡초등학교,11,충청남도 논산시 벌곡면 대둔로 821-8,36.2081317,127.2661061
3929,S120000466,부적초등학교,12,충청남도 논산시 부적면 남마구평길 70,36.2115456,127.135606
3930,S120000469,상월초등학교,2,충청남도 논산시 상월면 백일헌로 1025-13,36.2936715,127.1398007
3931,S120000472,성덕초등학교,22,충청남도 논산시 은진면 원앙로 1174,36.1766427638,127.1293609858
3932,S120000473,성동초등학교,13,충청남도 논산시 성동면 성동로240번길 30,36.1994621,127.0334661
3933,S120000476,양촌초등학교,9,충청남도 논산시 양촌면 매죽헌로1665번길 22,36.1385141,127.2334361
3934,S120000479,엄사초등학교,53,충청남도 계룡시 엄사면 번영3길 30,36.286361,127.237641
3935,S120000481,연무중앙초등학교,65,충청남도 논산시 연무읍 연무로 211-14,36.1308292,127.1029737
3936,S120000482,연무초등학교,4,충청남도 논산시 연무읍 득안대로 527,36.1173052698,127.096869951
3937,S120000483,연산초등학교,20,충청남도 논산시 연산면 연산5길 13,36.2172796,127.2183104
3938,S120000487,왕전초등학교,4,충청남도 논산시 광석면 왕전2길 12,36.2397827,127.1089815
3939,S120000488,용남초등학교,170,충청남도 계룡시 신도안면 신도안1길 88,36.299093,127.244207
3940,S120000489,원봉초등학교,7,충청남도 논산시 성동면 성동로 552,36.2125438,127.0604435
3941,S120000490,은진초등학교,16,충청남도 논산시 은진면 매죽헌로25번길 1,36.1683426,127.1066224
3942,S120000491,이화초등학교,6,충청남도 논산시 채운면 채운로 350,36.1507102,127.0715262
3943,S120000494,채운초등학교,16,충청남도 논산시 채운면 채운로 112,36.1704,127.067701
3944,S120000495,청동초등학교,15,충청남도 논산시 연산면 선비로293번길 29-5,36.2126645,127.1964331
3945,S120000501,황화초등학교,2,충청남도 논산시 연무읍 마봉로 31-4,36.0889827,127.0892512
3946,S120000520,구룡초등학교,0,충청남도 부여군 구룡면 태양로 25,36.2536447,126.8138073
3947,S120000521,궁남초등학교,10,충청남도 부여군 부여읍 계백로 238-6,36.275483,126.9064
3948,S120000522,규암초등학교,78,충청남도 부여군 규암면 계백로 3,36.2757130842,126.880768602
3949,S120000527,내산초등학교,7,충청남도 부여군 내산면 성충로 906,36.281897432,126.77660282
3950,S120000530,대왕초등학교,4,충청남도 부여군 부여읍 금성로 150,36.2689175,126.9276493
3951,S120000531,마정초등학교,1,충청남도 부여군 남면 마정로 7-9,36.217793,126.839263
3952,S120000535,백강초등학교,7,충청남도 부여군 규암면 백제문로251번길 20,36.2968298,126.8914021
3953,S120000537,백제초등학교,18,충청남도 부여군 부여읍 계백로 321,36.2777911,126.9156503
3954,S120000540,부여초등학교,99,충청남도 부여군 부여읍 부소로 105-10,36.286027,126.9198768
3955,S120000543,석성초등학교,4,충청남도 부여군 석성면 석성로 113-8,36.223607182,126.9890644337
3956,S120000544,석양초등학교,11,충청남도 부여군 석성면 증산로39번길 31,36.2541125,126.9988679
3957,S120000546,세도초등학교,7,충청남도 부여군 세도면 세도로 68,36.1754636,126.94737
3958,S120000548,송간초등학교,7,충청남도 부여군 부여읍 삼충로272번길 5,36.307875,126.957525
3959,S120000552,양화초등학교,2,충청남도 부여군 양화면 충절로 215,36.1284199517,126.8571874652
3960,S120000554,옥산초등학교,2,충청남도 부여군 옥산면 대백제로 330,36.1907056951,126.731964238
3961,S120000555,외산초등학교,3,충청남도 부여군 외산면 만수로 421,36.315608,126.715563
3962,S120000557,용당초등학교,4,충청남도 부여군 구룡면 용당로2번길 73,36.236943,126.82615
3963,S120000558,은산초등학교,12,충청남도 부여군 은산면 충의로 729,36.3140989388,126.8537361363
3964,S120000563,임천초등학교,14,충청남도 부여군 임천면 성흥로97번길 15,36.190995,126.893244
3965,S120000568,장암초등학교,10,충청남도 부여군 장암면 석동로 112,36.2415,126.8956
3966,S120000571,초촌초등학교,5,충청남도 부여군 초촌면 초촌로 55,36.26298,127.02418
3967,S120000572,충화초등학교,1,충청남도 부여군 충화면 팔충로 701,36.183243,126.814497
3968,S120000575,합송초등학교,8,충청남도 부여군 규암면 흥수로561번길 8,36.266125,126.845725
3969,S120000577,홍산초등학교,13,충청남도 부여군 홍산면 홍산로111번길 7,36.217801,126.761963
3970,S120000594,관대초등학교,9,충청남도 아산시 둔포면 산전길 19,36.898557,127.03685
3971,S120000595,금곡초등학교,34,충청남도 아산시 배방읍 고불로 563-4,36.7500153185,127.0406305674
3972,S120000596,금성초등학교,17,충청남도 아산시 인주면 인주로 129,36.84454,126.879788
3973,S120000597,남창초등학교,8,충청남도 아산시 둔포면 신남북길 16,36.9209831,127.0012497
3974,S120000598,도고온천초등학교,8,충청남도 아산시 도고면 도고면로 73,36.7577993,126.8761787
3975,S120000599,도고초등학교,12,충청남도 아산시 도고면 도고산로 598,36.746568,126.899288
3976,S120000601,동덕초등학교,47,충청남도 아산시 탕정면 탕정면로 381,36.8209905,127.0841248
3977,S120000602,동방초등학교,14,충청남도 아산시 배방읍 휴대안길 10,36.779299,127.114213
3978,S120000604,둔포초등학교,40,충청남도 아산시 둔포면 둔포중앙로161번길 7,36.9270996,127.0387959
3979,S120000605,배방초등학교,179,충청남도 아산시 배방읍 북수로25번길 11,36.7716667,127.063175
3980,S120000610,선장초등학교,6,충청남도 아산시 선장면 서부남로 21,36.7887724,126.8641222
3981,S120000613,송곡초등학교,29,충청남도 아산시 염치읍 송곡길 112,36.80752,127.0181512
3982,S120000614,송남초등학교,32,충청남도 아산시 송악면 송악로 802,36.7327968,127.010279
3983,S120000615,거산초등학교,18,충청남도 아산시 송악면 외암로 460,36.6919172966,126.9898667892
3984,S120000617,신광초등학교,55,충청남도 아산시 서부북로 933-10,36.788875,126.9693
3985,S120000618,신리초등학교,157,충청남도 아산시 모종로 73-13,36.779547,127.036233
3986,S120000620,신창초등학교,55,충청남도 아산시 신창면 서부남로840번길 26,36.7802306,126.9324977
3987,S120000621,신화초등학교,6,충청남도 아산시 영인면 고룡산로 636,36.8860532343,126.9684062879
3988,S120000622,쌍룡초등학교,8,충청남도 아산시 음봉면 연암율금로 499,36.880257,127.074438
3989,S120000623,염작초등학교,188,충청남도 아산시 둔포면 아산밸리중앙로 33,36.924954,127.051991
3990,S120000624,염티초등학교,10,충청남도 아산시 염치읍 염치로 49,36.8168,126.977363
3991,S120000626,영인초등학교,13,충청남도 아산시 영인면 여민루길 20,36.8548848861,126.9541738612
3992,S120000627,오목초등학교,12,충청남도 아산시 신창면 서부북로 547,36.808535,126.9286348
3993,S120000628,온양동신초등학교,107,충청남도 아산시 번영로234번길 52,36.7801904,127.017402
3994,S120000629,온양온천초등학교,45,충청남도 아산시 청운로 90,36.782627,127.009304
3995,S120000630,온양중앙초등학교,43,충청남도 아산시 중앙로 17,36.7765323,127.0016036
3996,S120000631,온양천도초등학교,132,충청남도 아산시 실옥로 45,36.787364,126.9922417
3997,S120000632,온양초등학교,56,충청남도 아산시 온주길26번길 10,36.7610847,127.0184024
3998,S120000633,온양초사초등학교,20,충청남도 아산시 초사길 122,36.7511597,126.9737321
3999,S120000634,용화초등학교,67,충청남도 아산시 시민로258번길 3-8,36.7737993,126.9961667
4000,S120000635,월랑초등학교,249,충청남도 아산시 음봉면 음봉로 515-50,36.8457969,127.0688346
4001,S120000637,음봉초등학교,13,충청남도 아산시 음봉면 아산온천로 517,36.8494036455,127.0113604116
4002,S120000638,인주초등학교,21,충청남도 아산시 인주면 서해로 486,36.875932,126.895738
4003,S120000639,탕정초등학교,185,충청남도 아산시 탕정면 탕정면로 105,36.802135,127.066023
4004,S120000693,고덕초등학교,8,충청남도 예산군 고덕면 황금뜰로 203,36.7481732152,126.702769639
4005,S120000695,구만초등학교,5,충청남도 예산군 고덕면 구만윗뜸길 27,36.733135,126.733063
4006,S120000697,금오초등학교,105,충청남도 예산군 예산읍 역전로134번길 40,36.690385,126.834152
4007,S120000699,대술초등학교,7,충청남도 예산군 대술면 원농리길 12,36.6562168,126.8947554
4008,S120000700,대흥초등학교,5,충청남도 예산군 대흥면 의좋은형제길 16,36.6073595,126.7899211
4009,S120000702,덕산초등학교,23,충청남도 예산군 덕산면 봉운로 38,36.70671,126.6691
4010,S120000706,보성초등학교,38,충청남도 예산군 삽교읍 예학로 127,36.666749,126.681402
4011,S120000707,봉산초등학교,6,충청남도 예산군 봉산면 봉산로 369-10,36.749018,126.68035
4012,S120000708,삽교초등학교,14,충청남도 예산군 삽교읍 삽교로4길 26,36.688551,126.743225
4013,S120000711,수덕초등학교,8,충청남도 예산군 덕산면 수덕사로 631,36.64024,126.604587
4014,S120000712,시량초등학교,12,충청남도 예산군 덕산면 덕산온천로 91,36.685651,126.643275
4015,S120000713,신례원초등학교,28,충청남도 예산군 예산읍 신례원로 179,36.726368,126.84255
4016,S120000714,신암초등학교,6,충청남도 예산군 신암면 신암남로 285-6,36.7,126.8
4017,S120000715,신양초등학교,3,충청남도 예산군 신양면 청신로 374,36.602232,126.86905
4018,S120000720,양신초등학교,4,충청남도 예산군 오가면 내양막길 5,36.7059106,126.7846212
4019,S120000721,예덕초등학교,3,충청남도 예산군 고덕면 몽곡상몽길 54,36.778167,126.716575
4020,S120000723,예산중앙초등학교,22,충청남도 예산군 예산읍 주교로 21,36.684192,126.831506
4021,S120000724,예산초등학교,77,충청남도 예산군 예산읍 아리랑로 205,36.683843,126.849863
4022,S120000725,오가초등학교,6,충청남도 예산군 오가면 역말로 89,36.687676,126.793863
4023,S120000726,용동초등학교,5,충청남도 예산군 삽교읍 삽교평야로 193,36.702326,126.7156
4024,S120000727,웅산초등학교,3,충청남도 예산군 광시면 예당로 181,36.5511750671,126.7733999053
4025,S120000728,응봉초등학교,8,충청남도 예산군 응봉면 예당로 1504,36.6563864864,126.7703987768
4026,S120000731,조림초등학교,8,충청남도 예산군 신암면 조곡길 100,36.738496,126.785235
4027,S120000732,평촌초등학교,3,충청남도 예산군 응봉면 예당로 1211,36.634674,126.785862
4028,S120000756,광덕초등학교,16,충청남도 천안시 동남구 광덕면 신흥리3길 36,36.6,127.1
4029,S120000757,대홍초등학교,10,충청남도 천안시 서북구 성환읍 잠실길 4,36.949241,127.147285
4030,S120000760,도장초등학교,11,충청남도 천안시 동남구 목천읍 도장1길 73,36.7473895,127.1802997
4031,S120000761,도하초등학교,12,충청남도 천안시 서북구 성환읍 연암로 382,36.948759,127.167573
4032,S120000762,목천초등학교,21,충청남도 천안시 동남구 목천읍 서리2길 31,36.7876766,127.2352058
4033,S120000764,미죽초등학교,18,충청남도 천안시 동남구 풍세면 미죽2길 7,36.7378819,127.1510653
4034,S120000765,병천초등학교,21,충청남도 천안시 동남구 병천면 병천2로 35,36.7658974,127.3008626
4035,S120000768,보산원초등학교,7,충청남도 천안시 동남구 광덕면 보산원2길 33,36.685621,127.0759114
4036,S120000770,삼은초등학교,89,충청남도 천안시 서북구 직산읍 삼은2길 11,36.8779331,127.1481763
4037,S120000771,성거초등학교,104,충청남도 천안시 서북구 성거읍 소댕이3길 606-21,36.8718521,127.1997202
4038,S120000772,성남초등학교,6,충청남도 천안시 동남구 성남면 대흥신덕길 95,36.7271935,127.2509435
4039,S120000773,성신초등학교,23,충청남도 천안시 서북구 성환읍 성환12길 7,36.9191,127.128946
4040,S120000774,성환초등학교,77,충청남도 천안시 서북구 성환읍 성환12길 37,36.9184002,127.1323826
4041,S120000776,수신초등학교,3,충청남도 천안시 동남구 수신면 수신로 459,36.7329433,127.2833152
4042,S120000777,신가초등학교,10,충청남도 천안시 서북구 성환읍 성환신흥2길 2,36.9509976,127.1144754
4043,S120000778,신계초등학교,32,충청남도 천안시 동남구 목천읍 천정1길 243,36.7687759,127.2021724
4044,S120000779,신방초등학교,6,충청남도 천안시 서북구 성환읍 신방로 73,36.929133,127.087709
4045,S120000780,신사초등학교,6,충청남도 천안시 동남구 성남면 신사대화로 155,36.7426911,127.2382068
4046,S120000781,안서초등학교,60,충청남도 천안시 동남구 중암3길 10,36.8323195,127.1757853
4047,S120000782,양당초등학교,36,충청남도 천안시 서북구 직산읍 양당1길 9-12,36.87874,127.114088
4048,S120000783,양대초등학교,13,충청남도 천안시 서북구 입장면 성진로 858,36.9151909718,127.2270708867
4049,S120000784,용정초등학교,18,충청남도 천안시 동남구 풍세면 용정길 8-7,36.7449801,127.1014199
4050,S120000785,위례초등학교,10,충청남도 천안시 동남구 북면 오곡2길 6-13,36.8246223,127.274526
4051,S120000786,은석초등학교,11,충청남도 천안시 동남구 북면 용암3길 10,36.7882269,127.2577161
4052,S120000788,입장초등학교,21,충청남도 천안시 서북구 입장면 하장4길 19,36.913904,127.220097
4053,S120000790,직산초등학교,26,충청남도 천안시 서북구 직산읍 직산안길 79,36.9036103,127.1618957
4054,S120000791,천동초등학교,3,충청남도 천안시 동남구 동면 동산1길 59,36.7781799,127.3481202
4055,S120000796,천안구성초등학교,68,충청남도 천안시 동남구 청수로 126,36.7927079,127.1581881
4056,S120000797,천안남산초등학교,50,충청남도 천안시 동남구 버들1길 30,36.8049,127.154
4057,S120000798,천안미라초등학교,61,충청남도 천안시 서북구 미라2길 13,86.801078,127.128405
4058,S120000799,천안봉명초등학교,47,충청남도 천안시 동남구 봉명2길 11,36.8051558,127.1349525
4059,S120000800,천안봉서초등학교,91,충청남도 천안시 동남구 봉서10길 12,36.8125,127.1309125
4060,S120000801,천안부대초등학교,27,충청남도 천안시 서북구 공대길 37,36.8491507,127.1518621
4061,S120000802,천안부성초등학교,106,충청남도 천안시 서북구 부성1길 16,36.8354611,127.1367297
4062,S120000803,천안부영초등학교,62,충청남도 천안시 동남구 목천읍 삼성5길 22-14,36.75958,127.175396
4063,S120000804,천안서초등학교,110,충청남도 천안시 서북구 서부16길 27,36.8229765,127.1396148
4064,S120000805,천안성정초등학교,51,충청남도 천안시 서북구 성정7길 3,36.815365,127.140642
4065,S120000806,천안신부초등학교,115,충청남도 천안시 동남구 터미널5길 30,36.822925,127.160075
4066,S120000807,천안신안초등학교,94,충청남도 천안시 동남구 원성25길 21,36.814255,127.1621621
4067,S120000808,천안신용초등학교,108,충청남도 천안시 동남구 새말1길 29,36.790925,127.132225
4068,S120000809,천안신촌초등학교,38,충청남도 천안시 동남구 신촌4로 9,36.7871247,127.1236291
4069,S120000810,천안쌍용초등학교,90,충청남도 천안시 서북구 쌍용6길 9,36.8017727,127.1231912
4070,S120000811,천안업성초등학교,7,충청남도 천안시 서북구 업성5길 20,36.861566,127.1412378
4071,S120000812,천안용암초등학교,101,충청남도 천안시 서북구 월봉로 147,36.804225,127.1182782
4072,S120000813,천안월봉초등학교,140,충청남도 천안시 서북구 월봉4로 120-8,36.7973565,127.1157046
4073,S120000814,천안일봉초등학교,78,충청남도 천안시 동남구 다가2길 3,36.7997982,127.1384023
4074,S120000815,천안중앙초등학교,5,충청남도 천안시 동남구 영성로 73,36.8053727,127.1488636
4075,S120000816,천안청수초등학교,53,충청남도 천안시 동남구 청수로 35-3,36.7891582,127.1506014
4076,S120000817,천안초등학교,26,충청남도 천안시 동남구 중앙로 169,36.813326,127.15162
4077,S120000818,풍세초등학교,9,충청남도 천안시 동남구 풍세면 풍세2길 5,36.7260829,127.1180063
4078,S120000819,행정초등학교,1,충청남도 천안시 동남구 광덕면 광덕로 534,36.6869973,127.1570036
4079,S120000821,환서초등학교,363,충청남도 천안시 서북구 한들2로 34-41,36.8284857,127.122353
4080,S120000829,가남초등학교,8,충청남도 청양군 비봉면 충절로 1962-7,36.516581261,126.7888895132
4081,S120000831,남양초등학교,7,충청남도 청양군 남양면 구용길 324,36.4013249,126.7769728
4082,S120000835,목면초등학교,7,충청남도 청양군 목면 철마장길 27,36.4212853,127.0041505
4083,S120000838,미당초등학교,3,충청남도 청양군 장평면 낙지미당로 543-53,36.375232,126.933238
4084,S120000842,수정초등학교,14,충청남도 청양군 대치면 칠갑산로 514,36.4454521734,126.8278224036
4085,S120000848,운곡초등학교,3,충청남도 청양군 운곡면 청신로 882,36.5248875605,126.8462882645
4086,S120000850,장평초등학교,6,충청남도 청양군 장평면 충의로 453,36.3460516794,126.8995055517
4087,S120000853,정산초등학교,16,충청남도 청양군 정산면 칠갑산로 1863,36.4159230616,126.9463873969
4088,S120000857,청남초등학교,5,충청남도 청양군 청남면 명덕로 207-4,36.3551864,126.9518568
4089,S120000858,청송초등학교,8,충청남도 청양군 청양읍 칠갑산로 97,36.449551,126.787675
4090,S120000859,청양초등학교,40,충청남도 청양군 청양읍 칠갑산로9길 29,36.4539524,126.8057311
4091,S120000861,합천초등학교,4,충청남도 청양군 화성면 무한로 88,36.425738,126.7140532
4092,S120000884,계성초등학교,115,충청남도 당진시 당진중앙1로 290,36.89884,126.639287
4093,S120000885,고대초등학교,19,충청남도 당진시 고대면 고대로 206,36.9368061,126.5938406
4094,S120000886,고산초등학교,9,충청남도 당진시 고대면 서집들길 55,36.9573065,126.5726742
4095,S120000887,기지초등학교,332,충청남도 당진시 송악읍 반촌로 84-3,36.903341,126.693676
4096,S120000890,당산초등학교,31,충청남도 당진시 송산면 당산2로 185,36.9362512,126.6500455
4097,S120000891,당진초등학교,84,충청남도 당진시 교동길 106,36.8926547,126.6325221
4098,S120000893,면천초등학교,11,충청남도 당진시 면천면 면천서문1길 33,36.8178991,126.6626281
4099,S120000896,북창초등학교,15,충청남도 당진시 순성면 붉은재길 68,36.8500749,126.7662133
4100,S120000897,삼봉초등학교,13,충청남도 당진시 석문면 대호만로 1722-1,37.013153,126.539231
4101,S120000898,삼봉초등학교난지분교장,0,충청남도 당진시 석문면 난지1길 155,37.0484,126.43325
4102,S120000900,상록초등학교,60,충청남도 당진시 송악읍 송악로 1024,36.959885,126.768877
4103,S120000902,서정초등학교,107,충청남도 당진시 신평면 거산3거리길,36.8803918,126.7552137
4104,S120000903,석문초등학교,20,충청남도 당진시 석문면 다리들길 7,36.987508,126.588864
4105,S120000904,성당초등학교,21,충청남도 당진시 역천로 222,36.836856,126.604525
4106,S120000905,송산초등학교,13,충청남도 당진시 송산면 상거길 19-1,36.932146,126.679896
4107,S120000906,송악초등학교,46,충청남도 당진시 송악읍 송악로 663-1,36.9401773,126.7438391
4108,S120000908,순성초등학교,17,충청남도 당진시 순성면 순성로 473,36.843048986,126.7114258187
4109,S120000909,신촌초등학교,2,충청남도 당진시 합덕읍 상덕로 620-13,36.763642,126.764125
4110,S120000910,신평초등학교,36,충청남도 당진시 신평면 원머리로 7,36.8863577,126.7724142
4111,S120000912,우강초등학교,16,충청남도 당진시 우강면 우강송산로 183-7,36.8253907,126.7888858
4112,S120000914,유곡초등학교,82,충청남도 당진시 송산면 송산로 821-17,36.960468,126.694401
4113,S120000916,전대초등학교,15,충청남도 당진시 송악읍 신평로 1185,36.9094819,126.7493364
4114,S120000917,정미초등학교,6,충청남도 당진시 정미면 운정로 642,36.856387,126.554314
4115,S120000918,조금초등학교,9,충청남도 당진시 대호지면 4.4만세로 23,36.9013724,126.5000537
4116,S120000921,천의초등학교,12,충청남도 당진시 정미면 천평로 30,36.8780304,126.572244
4117,S120000922,초락초등학교,4,충청남도 당진시 석문면 샛터말길 35,36.99336,126.510163
4118,S120000923,탑동초등학교,236,충청남도 당진시 대호만로 12,36.897549,126.623025
4119,S120000924,한정초등학교,8,충청남도 당진시 신평면 샛터로 172,36.8941141,126.8053285
4120,S120000926,합덕초등학교,25,충청남도 당진시 합덕읍 덕평로 508,36.805075,126.778738
4121,S120000927,합도초등학교,10,충청남도 당진시 합덕읍 면천로 1538,36.810521,126.7545755
4122,S120000945,가사초등학교,20,충청남도 서산시 부석면 강경벌로 478,36.752533,126.3719
