,정보공시 학교코드,학교명,1학년 학생수,학교도로명 주소,위도,경도
1110,S030001767,대구학정초등학교,84,대구광역시 북구 학남로 32,35.948158,128.568884
1111,S030001809,대구왕선초등학교,126,대구광역시 달성군 다사읍 대실역북로 93,35.863223,128.465317
1112,S030001811,대구유천초등학교,171,대구광역시 달서구 달서대로 39,35.8125723271,128.5118584517
1113,S030001812,대구신월초등학교,177,대구광역시 달서구 조암남로 100,35.8205592592,128.5224992425
1114,S030001813,대구매동초등학교,57,대구광역시 수성구 천을로31길 16,35.8452124847,128.7092085943
1115,S030001814,대구조암초등학교,94,대구광역시 달서구 조암로5길 19,35.8240813319,128.5284354822
1116,S030001818,대구매곡초등학교,72,대구광역시 달성군 다사읍 대실역북로3길 6,35.8622496372,128.4681208285
1117,S030001819,대구관문초등학교,177,대구광역시 북구 매전로 32,35.9086997517,128.5461541014
1118,S030001820,대구용천초등학교,195,대구광역시 달서구 조암남로32길 55,35.8,128.5
1119,S030001821,대구율원초등학교,168,대구광역시 동구 율하동로 55,35.864614,128.700677
1120,S030001825,대구월암초등학교,189,대구광역시 달서구 조암로6길 55,35.828634,128.521853
1121,S030001826,대구한샘초등학교,210,대구광역시 달서구 월배로11길 42,35.817001286,128.5188110902
1122,S030001827,대구들안길초등학교,63,대구광역시 수성구 들안로16길 58,35.8388679279,128.61841169
1123,S030001845,대구사수초등학교,175,대구광역시 북구 내곡로 124,35.9007192966,128.5156156317
1124,S030001849,대구한솔초등학교,154,대구광역시 달서구 조암남로 172-13,35.8161739,128.5156993
1125,S030001853,대구봉무초등학교,158,대구광역시 동구 팔공로53길 30,35.9256703,128.6376507
1126,S030001857,대구율금초등학교,133,대구광역시 동구 안심로16길 70,35.8616374,128.6897477
1127,S030001858,대구새론초등학교,204,대구광역시 동구 과학로13길 5,35.8843355459,128.7170606428
1128,S030001913,대구대실초등학교,223,대구광역시 달성군 다사읍 대실역남로1길 31,35.85312,128.467761
1129,S030001915,대구세천초등학교,299,대구광역시 달성군 다사읍 세천로 182-9,35.874644,128.481112
1130,S030002063,대구비슬초등학교,249,대구광역시 달성군 유가읍 테크노북로 144,35.6960569,128.458744
1131,S030002064,대구강림초등학교,155,대구광역시 달성군 옥포읍 돌미로 15,35.7812447,128.4367987
1132,S030002081,대구포산초등학교,172,대구광역시 달성군 현풍읍 테크노북로 80,35.6,128.4
1133,S030002090,대구삼영초등학교,102,대구광역시 북구 내곡로 63,35.901852,128.510023
1134,S030002095,대구서동초등학교,164,대구광역시 달성군 다사읍 서재로7길 55,35.871878,128.488737
1135,S030002096,대구세현초등학교,181,대구광역시 달성군 구지면 국가산단대로66길 10,35.6597848,128.4198073
1136,S030002126,대구연경초등학교,126,대구광역시 북구 연경중앙로11길 19,35.942303,128.617257
1137,S030002138,대구팔공초등학교,66,대구광역시 동구 연경지묘로 150,35.9474,128.6257
1138,S030002151,대구한실초등학교,134,대구광역시 달서구 한실로6길 108,35.798653,128.528809
1139,S030002177,대구송원초등학교,5,대구광역시 군위군 소보면 송백로 1394,36.253925,128.476425
1140,S030002178,대구군위초등학교,40,대구광역시 군위군 군위읍 동서5길 28,36.2391428,128.5687314
1141,S030002190,대구의흥초등학교석산분교장,0,대구광역시 군위군 삼국유사면 삼국유사로 1314,36.1752568,128.8552187
1142,S030002191,대구의흥초등학교,6,대구광역시 군위군 의흥면 읍내길 67-17,36.1752709,128.7188066
1143,S030002192,대구우보초등학교,0,대구광역시 군위군 우보면 이화길 95,36.1951838,128.660649
1144,S030002193,대구부계초등학교,4,대구광역시 군위군 부계면 치산효령로 1376,36.1019822854,128.6631442708
1145,S030002194,대구고매초등학교,0,대구광역시 군위군 효령면 용매로 970,36.0971172,128.5821717
1146,S030002195,대구효령초등학교,5,대구광역시 군위군 효령면 치산효령로 2386,36.1567297,128.5870662
1147,S000003564,경인교육대학교부설초등학교,98,인천광역시 계양구 안남로 612,37.538018,126.712233
1148,S040000330,갑룡초등학교,81,인천광역시 강화군 강화읍 갑룡길 88,37.7433197153,126.5036692204
1149,S040000331,강화초등학교,38,인천광역시 강화군 강화읍 북문길 36,37.7504307809,126.4861702639
1150,S040000333,교동초등학교,9,인천광역시 강화군 교동면 대룡안길 29,37.7836953704,126.2817105937
1151,S040000334,길상초등학교,32,인천광역시 강화군 길상면 삼랑성길 22,37.637793,126.490646
1152,S040000338,내가초등학교,8,인천광역시 강화군 내가면 강화서로 264,37.7215269729,126.3913386798
1153,S040000342,대월초등학교,21,인천광역시 강화군 강화읍 대월로 216,37.7606109636,126.490171659
1154,S040000345,명신초등학교,12,인천광역시 강화군 하점면 강화서로560번길 22,37.7444356387,126.3904703655
1155,S040000349,불은초등학교,10,인천광역시 강화군 불은면 불은남로544번길 9,37.6836644126,126.487515446
1156,S040000350,삼산초등학교,0,인천광역시 강화군 삼산면 삼산북로 451,37.7030443373,126.3216155003
1157,S040000354,삼성초등학교,7,인천광역시 강화군 불은면 중앙로 609,37.7076286438,126.4496053712
1158,S040000355,서도초등학교,0,인천광역시 강화군 서도면 주문도길 173,37.647549,126.251809
1159,S040000360,선원초등학교,31,인천광역시 강화군 선원면 강화동로 924,37.7151040222,126.4799905299
1160,S040000364,송해초등학교,11,인천광역시 강화군 송해면 전망대로 93-12,37.7,126.4
1161,S040000367,양도초등학교,9,인천광역시 강화군 양도면 강화남로 1036,37.6889491193,126.4193953633
1162,S040000368,양사초등학교,8,인천광역시 강화군 양사면 덕하로 145,37.8031685109,126.4215318321
1163,S040000371,조산초등학교,5,인천광역시 강화군 양도면 강화남로 510,37.652960215,126.4386227533
1164,S040000372,교동초등학교지석분교장,0,인천광역시 강화군 교동면 교동북로 275-1,37.8009799692,126.2568722587
1165,S040000373,하점초등학교,11,인천광역시 강화군 하점면 강화대로 1190,37.7737325538,126.4142155255
1166,S040000374,합일초등학교,23,인천광역시 강화군 강화읍 합일길 3,37.7,126.4
1167,S040000375,해명초등학교,3,인천광역시 강화군 삼산면 삼산남로 345,37.6686982335,126.3627091476
1168,S040000378,화도초등학교,15,인천광역시 강화군 화도면 마니산로 717,37.6318390217,126.4187796071
1169,S040000448,대청초등학교,2,인천광역시 옹진군 대청면 대청로244번길 110,37.8326013953,124.6968449307
1170,S040000450,덕적초등학교,5,인천광역시 옹진군 덕적면 덕적남로 15,37.2253805937,126.148196886
1171,S040000455,백령초등학교,9,인천광역시 옹진군 백령면 백령로316번길 91,37.9753725014,124.7153108882
1172,S040000457,북포초등학교,20,인천광역시 옹진군 백령면 가을길 117,37.9586224324,124.6616317942
1173,S040000462,연평초등학교,11,인천광역시 옹진군 연평면 연평로137번길 101,37.664036,125.700788
1174,S040000464,영화초등학교,75,인천광역시 동구 우각로 39,37.471192,126.640365
1175,S040000465,영흥초등학교,26,인천광역시 옹진군 영흥면 영흥로 440-8,37.2537920087,126.4668789069
1176,S040000470,인성초등학교,84,인천광역시 중구 신포로39번길 42,37.4739461586,126.6242484624
1177,S040000471,인천공항초등학교,72,인천광역시 중구 신도시남로 43,37.4918637029,126.486001911
1178,S040000472,인천관교초등학교,102,인천광역시 남구 인하로 414,37.446384,126.692704
1179,S040000474,인천남부초등학교,54,인천광역시 남구 인주대로366번길 22,37.4506956,126.6763166
1180,S040000475,인천대화초등학교,68,인천광역시 미추홀구 석정로301번길 13,37.4,126.6
1181,S040000476,인천도화초등학교,174,인천광역시 미추홀구 경인로 242,37.46335,126.66814
1182,S040000478,인천동명초등학교,84,인천광역시 동구 송림로70번길 10,37.4741131266,126.6420416961
1183,S040000479,인천만석초등학교,60,인천광역시 동구 제물량로 412,37.4844995918,126.6279403484
1184,S040000480,인천문학초등학교,117,인천광역시 미추홀구 매소홀로 553,37.4,126.6
1185,S040000482,인천백학초등학교,45,인천광역시 미추홀구 매소홀로446번길 25,37.43851,126.672222
1186,S040000483,인천서림초등학교,90,인천광역시 동구 금곡로 105,37.4754081419,126.6460194716
1187,S040000484,인천서화초등학교,253,인천광역시 미추홀구 송림로 250,37.4739846974,126.6608131079
1188,S040000485,인천서흥초등학교,85,인천광역시 동구 샛골로 189,37.4786582092,126.6445660579
1189,S040000486,인천석암초등학교,156,인천광역시 미추홀구 주안동로 46,37.462339508,126.6867139669
1190,S040000487,인천송림초등학교,57,인천광역시 동구 화도진로 10,37.4737711164,126.6374354294
1191,S040000488,인천송월초등학교,37,인천광역시 중구 자유공원로 106-8,37.4788776712,126.6246307765
1192,S040000489,인천송현초등학교,87,인천광역시 동구 송화로 45,37.4819057189,126.6340359317
1193,S040000490,인천숭의초등학교,197,인천광역시 미추홀구 장천로 99,37.4637200728,126.6557051133
1194,S040000491,인천승학초등학교,77,인천광역시 미추홀구 주승로 259,37.2,126.4
1195,S040000492,인천신광초등학교,125,인천광역시 중구 인중로 63,37.4633421443,126.6354421433
1196,S040000493,인천신선초등학교,54,인천광역시 중구 축항대로291번길 33,37.4513846403,126.6275664757
1197,S040000494,인천신흥초등학교,49,인천광역시 중구 제물량로 134,37.4702465191,126.6282009187
1198,S040000496,인천연안초등학교,26,인천광역시 중구 연안부두로33번길 53,37.4536879733,126.6076275108
1199,S040000497,인천영종초등학교,150,인천광역시 중구 하늘달빛로 133,37.48862,126.55332
1200,S040000500,인천용유초등학교,3,인천광역시 중구 남북로87번길 4,37.4482508736,126.4123736376
1201,S040000502,인천용일초등학교,60,인천광역시 미추홀구 인주대로 244,37.4524506914,126.6633605896
1202,S040000503,인천용정초등학교,32,인천광역시 미추홀구 독정안길 26,37.4594357227,126.6572348106
1203,S040000504,인천용현남초등학교,153,인천광역시 남구 매소홀로 133,37.4478862953,126.641940676
1204,S040000506,인천용현초등학교,192,인천광역시 미추홀구 낙섬동로 83,37.453902,126.642022
1205,S040000507,인천운서초등학교,41,인천광역시 중구 운서2로 57,37.4835623181,126.5120227366
1206,S040000509,인천인주초등학교,113,인천광역시 남구 매소홀로475번길 53,37.442388444,126.6737250497
1207,S040000510,인천주안남초등학교,94,인천광역시 미추홀구 인주대로434번길 11,37.4495550475,126.6850042843
1208,S040000511,인천주안북초등학교,49,인천광역시 미추홀구 석정로 375,37.4681619809,126.6780578454
1209,S040000512,인천주안초등학교,95,인천광역시 미추홀구 남주길69번길 16,37.454629903,126.6737055217
1210,S040000513,인천창영초등학교,21,인천광역시 동구 우각로15번길 16,37.4715074901,126.6396937197
1211,S040000515,인천연학초등학교,39,인천광역시 미추홀구 주승로 20,37.4435655638,126.6719163923
1212,S040000516,인천학익초등학교,76,인천광역시 미추홀구 한나루로403번길 122,37.4470635248,126.6586383364
1213,S040000639,상인천초등학교,76,인천광역시 남동구 석산로141번길 29,37.4623024794,126.7074171368
1214,S040000641,인천간석초등학교,72,인천광역시 남동구 석산로208번길 37,37.4592586514,126.7154449324
1215,S040000642,인천구월서초등학교,136,인천광역시 남동구 문화서로77번길 14,37.4530268186,126.6950348034
1216,S040000643,인천구월초등학교,61,인천광역시 남동구 인주대로 721번길 49,37.4517367633,126.716838669
1217,S040000644,인천남동초등학교,76,인천광역시 남동구 장승남로33번길 10,37.444897,126.736575
1218,S040000645,인천남촌초등학교,67,인천광역시 남동구 남촌로 101,37.4,126.4
1219,S040000646,인천논곡초등학교,116,인천광역시 남동구 함박뫼로 429,37.4105617671,126.7099543901
1220,S040000647,인천논현초등학교,88,인천광역시 남동구 소래역로 102,37.4,126.7
1221,S040000648,인천능허대초등학교,151,인천광역시 연수구 한진로 12,37.4237,126.648766
1222,S040000649,인천담방초등학교,80,인천광역시 남동구 매소홀로 1027,37.4404903563,126.7363215143
1223,S040000650,인천도림초등학교,89,인천광역시 남동구 논고개로334번길 21,37.419013,126.731729
1224,S040000651,인천동막초등학교,72,인천광역시 연수구 원인재로 36,37.4030452493,126.6745553044
1225,S040000652,인천동부초등학교,79,인천광역시 남동구 만수서로33번길 25,37.4630462163,126.727561344
1226,S040000653,인천동춘초등학교,86,인천광역시 연수구 앵고개로 224,37.409623,126.668996
1227,S040000654,인천만수북초등학교,122,인천광역시 남동구 백범로180번길 25,37.4601265788,126.7289689778
1228,S040000655,인천만수초등학교,50,인천광역시 남동구 소래로 652,37.4473021707,126.7347832758
1229,S040000656,인천만월초등학교,212,인천광역시 남동구 선수촌로 28,37.4418080558,126.7155200677
1230,S040000657,인천문남초등학교,93,인천광역시 연수구 먼우금로 273,37.4209920186,126.6792947025
1231,S040000658,인천박문초등학교,84,인천광역시 연수구 봉재산로 138-22,37.4031172794,126.6654969351
1232,S040000659,인천석정초등학교,149,인천광역시 남동구 석정로539번길 32,37.4670195312,126.6957511624
1233,S040000660,인천석천초등학교,179,인천광역시 남동구 남동대로 828,37.4559807604,126.7087799572
1234,S040000661,인천선학초등학교,92,인천광역시 연수구 선학로 67,37.423955,126.700388
1235,S040000663,인천성리초등학교,121,인천광역시 남동구 성리로 32-2,37.4457374223,126.7099813828
1236,S040000664,인천소래초등학교,107,인천광역시 남동구 장도로 2,37.4044381408,126.7343606685
1237,S040000665,인천송도초등학교,52,인천광역시 연수구 비류대로214번길 21,37.426766207,126.6588706079
1238,S040000666,인천약산초등학교,84,인천광역시 남동구 간석로26번길 10,37.4677406917,126.7102310027
1239,S040000667,인천연성초등학교,163,인천광역시 연수구 원인재로 116,37.4090265378,126.6792960173
1240,S040000668,인천연수초등학교,47,인천광역시 연수구 원인재로 324,37.4227329331,126.6943171882
1241,S040000669,인천연화초등학교,119,인천광역시 연수구 원인재로 150,37.4111886771,126.6818531492
1242,S040000670,인천옥련초등학교,128,인천광역시 연수구 한진로 30,37.4255150871,126.6488484502
1243,S040000671,인천인동초등학교,148,인천광역시 남동구 백범로248번길 38,37.4625373143,126.7225987885
1244,S040000673,인천인수초등학교,77,인천광역시 남동구 인수로 3,37.4540973619,126.7354826126
1245,S040000674,인천장수초등학교,30,인천광역시 남동구 담방로 121,37.4503375771,126.7416528826
1246,S040000675,인천조동초등학교,78,인천광역시 남동구 백범로124번길 164,37.4607526969,126.7397543173
1247,S040000676,인천주원초등학교,38,인천광역시 남동구 주안로259번길 28,37.4651573525,126.700415821
1248,S040000677,인천중앙초등학교,49,인천광역시 연수구 새말로 153,37.4172509316,126.6859800868
1249,S040000678,인천청량초등학교,92,인천광역시 연수구 먼우금로 158,37.41168,126.67442
1250,S040000679,인천청학초등학교,92,인천광역시 연수구 함박뫼로 25,37.4201874138,126.6710965836
1251,S040000680,인천함박초등학교,70,인천광역시 연수구 함박뫼로 87,37.4241289879,126.6771754704
1252,S040000802,인천가림초등학교,32,인천광역시 서구 장고개로293번길 29,37.490565,126.68081
1253,S040000803,인천가석초등학교,56,인천광역시 서구 서달로 174,37.5147554818,126.679676632
1254,S040000804,인천가정초등학교,132,인천광역시 서구 장고개로 336-1,37.491636,126.688079
1255,S040000805,인천가좌초등학교,71,인천광역시 서구 장고개로309번길 5,37.4901504815,126.6835267535
1256,S040000806,인천가현초등학교,216,인천광역시 서구 염곡로 417,37.5219908,126.669119
1257,S040000807,인천갈산초등학교,65,인천광역시 부평구 갈월동로 55,37.5125528685,126.7283497021
1258,S040000808,인천갈월초등학교,96,인천광역시 부평구 주부토로 165,37.5101849804,126.7252094503
1259,S040000809,인천개흥초등학교,60,인천광역시 부평구 길주남로65번길 11,37.5052979143,126.7283126575
1260,S040000810,인천건지초등학교,54,인천광역시 서구 건지로318번길 39,37.4947714869,126.6784321676
1261,S040000811,인천검단초등학교,131,인천광역시 서구 마전로115번길 24,37.61102,126.669609
1262,S040000812,인천계산초등학교,24,인천광역시 계양구 경명대로 1005,37.54475,126.718015
1263,S040000813,인천계양초등학교,96,인천광역시 계양구 장제로 1288,37.578508,126.733453
1264,S040000815,인천구산초등학교,75,인천광역시 부평구 부개로 93,37.5060510005,126.7394433377
1265,S040000816,인천금곡초등학교,44,인천광역시 서구 완정로228번길 19,37.6056417586,126.6509026029
1266,S040000817,인천길주초등학교,96,인천광역시 계양구 용종로 90,37.5420190498,126.7427897451
1267,S040000818,인천단봉초등학교,147,인천광역시 서구 단봉로 122,37.5983206655,126.6384398983
1268,S040000819,인천당하초등학교,140,인천광역시 서구 청마로 144,37.5902290364,126.6780037973
1269,S040000820,인천대정초등학교,94,인천광역시 부평구 안남로 115,37.4,126.7
1270,S040000821,인천동수초등학교,119,인천광역시 부평구 동수로120번길 10,37.484595,126.731138
1271,S040000822,인천동암초등학교,53,인천광역시 부평구 동암남로35번길 4,37.471804,126.707298
1272,S040000823,인천마곡초등학교,13,인천광역시 부평구 마곡로27번길 16,37.511445,126.697849
1273,S040000824,인천마장초등학교,112,인천광역시 부평구 안남로 266,37.5067746759,126.7097589901
1274,S040000825,인천마전초등학교,126,인천광역시 서구 완정로34번길 23,37.597690037,126.6704663104
1275,S040000826,인천명현초등학교,52,인천광역시 계양구 봉오대로569번길 10,37.5319628054,126.712612037
1276,S040000827,인천목향초등학교,87,인천광역시 서구 고산후로 377,37.6164265957,126.6944457132
1277,S040000828,인천미산초등학교,45,인천광역시 부평구 원적로 391,37.5045403005,126.709803831
1278,S040000829,인천백석초등학교,156,인천광역시 서구 청마로 55,37.589607,126.6719751
1279,S040000830,인천백운초등학교,96,인천광역시 부평구 아트센터로 130,37.4,126.7
1280,S040000831,인천병방초등학교,64,인천광역시 계양구 병방로 2,37.5468589443,126.7410213983
1281,S040000832,인천봉수초등학교,23,인천광역시 서구 봉오대로267번길 11-4,37.526386493,126.6786856724
1282,S040000833,인천부개서초등학교,146,인천광역시 부평구 부일로 39,37.4899027374,126.7351800088
1283,S040000834,인천부개초등학교,46,인천광역시 부평구 마분로 9,37.4856641362,126.7382930257
1284,S040000835,인천부곡초등학교,176,인천광역시 부평구 마장로272번길 73,37.503136,126.706809
1285,S040000836,인천부광초등학교,64,인천광역시 부평구 충선로 104,37.498596,126.736625
1286,S040000837,인천부내초등학교,110,인천광역시 부평구 수변로 129,37.4981523565,126.7417008507
1287,S040000838,인천부마초등학교,126,인천광역시 부평구 안남로253번길 41,37.5063470591,126.7058971903
1288,S040000839,인천부원초등학교,124,인천광역시 부평구 원적로472번길 29,37.5021706765,126.719507294
1289,S040000840,인천부일초등학교,55,인천광역시 부평구 부흥북로 175,37.501371,126.74132
1290,S040000841,인천부평남초등학교,141,인천광역시 부평구 경인로911번길 28,37.48847,126.720431
1291,S040000842,인천부평동초등학교,155,인천광역시 부평구 부평대로88번길 19,37.4995152398,126.7244071757
1292,S040000843,인천부평북초등학교,70,인천광역시 부평구 주부토로 292,37.520838,126.729619
1293,S040000844,인천부평서초등학교,126,인천광역시 부평구 부평문화로53번길 19,37.494973,126.721324
1294,S040000845,인천부평초등학교,48,인천광역시 계양구 어사대로 20,37.5423206842,126.7231769972
1295,S040000846,인천부현동초등학교,79,인천광역시 계양구 용종로 5,37.5345644963,126.7404574806
1296,S040000847,인천부현초등학교,61,인천광역시 계양구 장제로755번길 30,37.536095,126.731267
1297,S040000848,인천부흥초등학교,191,인천광역시 부평구 부흥로366번길 34,37.4962548099,126.7311860825
1298,S040000849,인천불로초등학교,123,인천광역시 서구 검단로744번1길 50,37.6139059,126.6893652
1299,S040000850,인천산곡남초등학교,96,인천광역시 부평구 부흥로144번길 30,37.4973731,126.7067498
1300,S040000851,인천산곡북초등학교,60,인천광역시 부평구 산청로 18,37.511563,126.702146
1301,S040000852,인천산곡초등학교,41,인천광역시 부평구 길주로354번길 39,37.507448,126.701776
1302,S040000853,인천삼산초등학교,91,인천광역시 부평구 후정동로 44,37.520786,126.738661
1303,S040000854,인천상정초등학교,49,인천광역시 부평구 상정로 50,37.4796816878,126.699037321
1304,S040000855,인천서곶초등학교,101,인천광역시 서구 대평로56번길 9,37.5,126.6
1305,S040000856,인천서운초등학교,106,인천광역시 계양구 서운로 12,37.5269765617,126.7447193608
1306,S040000857,인천석남서초등학교,74,인천광역시 서구 건지로249번길 6,37.4999904985,126.6707287739
1307,S040000858,인천석남초등학교,86,인천광역시 서구 서달로130번길 4,37.5102331125,126.6799176439
1308,S040000859,인천성지초등학교,64,인천광역시 계양구 아나지로247번길 8,37.5264918287,126.72006788
1309,S040000860,인천소양초등학교,77,인천광역시 계양구 박촌로 53,37.556257834,126.7425325718
1310,S040000862,인천신대초등학교,122,인천광역시 계양구 계산새로 133,37.5,126.7
1311,S040000863,인천신석초등학교,60,인천광역시 서구 새오개로 9,37.5112135795,126.6643998307
1312,S040000864,인천신촌초등학교,51,인천광역시 부평구 경원대로 1215,37.48653,126.70677
1313,S040000865,인천신현북초등학교,67,인천광역시 서구 원창로 147,37.518895,126.666379
1314,S040000867,인천신현초등학교,55,인천광역시 서구 율도로77번길 1,37.514275,126.670106
1315,S040000868,인천심곡초등학교,42,인천광역시 서구 심곡로 114,37.5436350143,126.6826218743
1316,S040000869,인천십정초등학교,52,인천광역시 부평구 배곶북로 10-6,37.474448,126.697577
1317,S040000870,인천안남초등학교,68,인천광역시 계양구 경명대로1114번길 26,37.5,126.7
1318,S040000871,인천안산초등학교,47,인천광역시 계양구 임학서로 15,37.5440931857,126.7317526364
1319,S040000872,인천양지초등학교,64,인천광역시 서구 승학로197번길 11,37.5401416,126.6712271
1320,S040000874,인천용마초등학교,96,인천광역시 부평구 세월천로30번길 58,37.5153974614,126.7076488542
1321,S040000875,인천일신초등학교,62,인천광역시 부평구 항동로75번길 36,37.4838567171,126.7423922825
1322,S040000876,인천작동초등학교,94,인천광역시 계양구 까치말로 35,37.5,126.7
1323,S040000877,인천작전초등학교,79,인천광역시 계양구 주부토로 456,37.535296,126.728702
1324,S040000878,인천창신초등학교,98,인천광역시 서구 고산후로161번길 6,37.59919,126.698386
1325,S040000879,인천천마초등학교,37,인천광역시 서구 서달로 58-5,37.5048975288,126.6793070842
1326,S040000880,인천청천초등학교,70,인천광역시 부평구 산청로127번길 10,37.520468119,126.7003893841
1327,S040000881,인천하정초등학교,20,인천광역시 부평구 이규보로 14,37.4750692396,126.7007335042
1328,S040000882,인천한길초등학교,104,인천광역시 부평구 영성중로 32,37.5191180115,126.7455424873
1329,S040000883,인천화전초등학교,139,인천광역시 계양구 효서로303번길 8,37.5284682592,126.7315547307
1330,S040000884,인천효성남초등학교,92,인천광역시 계양구 새벌로 125,37.5284751733,126.7160193848
1331,S040000885,인천효성동초등학교,36,인천광역시 계양구 새벌로171번길 4,37.5327707578,126.7158628063
1332,S040000886,인천효성서초등학교,84,인천광역시 계양구 봉오대로 457,37.5279816972,126.6986759392
1333,S040000887,인천효성초등학교,55,인천광역시 계양구 안남로 601,37.5368052768,126.7106066312
1334,S040000888,한일초등학교,56,인천광역시 부평구 원적로 247,37.5057394398,126.6937076233
1335,S040001041,인천축현초등학교,57,인천광역시 연수구 청량로 176,37.422846,126.654165
1336,S040001385,인천계양초등학교상야분교장,1,인천광역시 계양구 벌말로 572-1,37.5791257494,126.7803290295
1337,S040001386,인천남부초등학교이작분교장,0,인천광역시 옹진군 자월면 대이작로 60,37.1767640721,126.2527612266
1338,S040001466,인천용현남초등학교자월분교장,0,인천광역시 옹진군 자월면 자월서로 177,37.2530341156,126.3066312665
1339,S040001467,인천용유초등학교무의분교장,0,인천광역시 중구 대무의로 302-17,37.3900840256,126.4260083121
1340,S040001545,인천영종초등학교금산분교장,13,인천광역시 중구 백운로414번길 63-50,37.5134203198,126.5214516989
1341,S040001633,인천삼목초등학교장봉분교장,0,인천광역시 옹진군 북도면 장봉로 553,37.5339109665,126.3376006215
1342,S040001635,인천서면초등학교,76,인천광역시 연수구 먼우금로 54,37.4036656361,126.6708254628
1343,S040001664,인천공항초등학교신도분교장,1,인천광역시 옹진군 북도면 신도로896번길 18-31,37.5200778827,126.4427781056
1344,S040001719,인천신월초등학교,50,인천광역시 남동구 인주대로776번길 14,37.4479283441,126.723371489
1345,S040001720,인천새말초등학교,76,인천광역시 남동구 만수로50번길 12,37.4598709696,126.7338482249
1346,S040001721,인천서창초등학교,171,인천광역시 남동구 장아산로174번길 8,37.4359250656,126.750072941
1347,S040001725,인천삼목초등학교,102,인천광역시 중구 신도시북로 42,37.4986554037,126.4864122305
1348,S040001726,인천봉화초등학교,58,인천광역시 서구 건지로250번길 43,37.4953654241,126.6703238921
1349,S040001727,인천검암초등학교,45,인천광역시 서구 승학로 599번길 45,37.5678534254,126.6785121599
1350,S040001728,인천은지초등학교,88,인천광역시 서구 승학로572번길 22,37.5646993969,126.6849909503
1351,S040001729,인천진산초등학교,47,인천광역시 부평구 굴포로 194-10,37.513045,126.741409
1352,S040001730,인천굴포초등학교,115,인천광역시 부평구 충선로234번길 19,37.5110261578,126.7369241408
1353,S040001732,인천간재울초등학교,211,인천광역시 서구 승학로 433,37.5603364627,126.6722923822
1354,S040001733,인천후정초등학교,89,인천광역시 부평구 영성서로 56,37.5231574741,126.7435875563
1355,S040001734,인천발산초등학교,104,인천광역시 서구 고산후로78번길 6,37.590168382,126.6987107344
1356,S040001735,인천해서초등학교,36,인천광역시 계양구 계산로 42-1,37.5401597722,126.7177130573
1357,S040001789,인천먼우금초등학교,127,인천광역시 연수구 해돋이로84번길 33,37.3933069075,126.6541889504
1358,S040001791,인천경서초등학교,124,인천광역시 서구 경서로31번길 31,37.5566389958,126.6509864713
1359,S040001792,인천왕길초등학교,98,인천광역시 서구 봉수대로1440번길 20,37.6019770137,126.6510601499
1360,S040001793,인천귤현초등학교,141,인천광역시 계양구 귤현길 15,37.569034,126.747039
1361,S040001795,인천원당초등학교,71,인천광역시 서구 원당대로820번길 16,37.5925853298,126.6912323954
1362,S040001796,인천능내초등학교,107,인천광역시 서구 검단로540번길 23,37.6028956252,126.6658682634
1363,S040001797,인천완정초등학교,93,인천광역시 서구 완정로 99,37.5984980482,126.6643297745
1364,S040001800,인천당산초등학교,171,인천광역시 계양구 동양로 122,37.558862,126.759226
1365,S040001803,인천청라초등학교,226,인천광역시 서구 청라에메랄드로 139,37.5377499531,126.655695414
1366,S040001804,인천양촌초등학교,52,인천광역시 계양구 장제로 954,37.550988,126.744181
1367,S040001815,인천영선초등학교,108,인천광역시 부평구 충선로 293,37.515564,126.734292
1368,S040001841,인천동방초등학교,97,인천광역시 남동구 논현역로 31,37.4031605373,126.7195514982
1369,S040001842,인천장도초등학교,57,인천광역시 남동구 포구로 112,37.408071,126.733532
1370,S040001843,인천신송초등학교,95,인천광역시 연수구 해돋이로56번길 28,37.3906431021,126.6577696043
1371,S040001845,인천금마초등학교,64,인천광역시 부평구 일신로 88,37.4784871466,126.7492936203
1372,S040001858,인천은봉초등학교,79,인천광역시 남동구 은봉로312번길 11,37.4054733852,126.7252805877
1373,S040001859,인천해송초등학교,94,인천광역시 연수구 인천타워대로54번길 46,37.3809088663,126.6492868817
1374,S040001870,인천정각초등학교,193,인천광역시 남동구 구월로 228,37.45573,126.715788
1375,S040001951,인천경원초등학교,201,인천광역시 미추홀구 경인로 511,37.4610690066,126.6961963548
1376,S040001953,인천학산초등학교,138,인천광역시 미추홀구 한나루로357번길 66,37.4398288309,126.6581604494
1377,S040001954,인천상아초등학교,145,인천광역시 남동구 석산로184번길 66,37.457704,126.712185
1378,S040001958,인천고잔초등학교,155,인천광역시 남동구 아암대로1503번길 48,37.3929206959,126.7285335659
1379,S040001959,인천공촌초등학교,50,인천광역시 서구 심곡로188번길 21,37.5489075817,126.6839438964
1380,S040001961,인천사리울초등학교,91,인천광역시 남동구 아암대로1437번길 50,37.3885769696,126.7235174377
1381,S040001966,인천송천초등학교,79,인천광역시 남동구 앵고개로815번길 45,37.395534,126.7226
1382,S040001968,인천운남초등학교,60,인천광역시 중구 운남서로 38,37.4904011419,126.5303098258
1383,S040001971,인천원동초등학교,175,인천광역시 남동구 논고개로 38,37.3968977062,126.730859219
1384,S040002022,인천신정초등학교,264,인천광역시 연수구 아트센터대로97번길 72,37.396847,126.644345
1385,S040002027,인천초은초등학교,164,인천광역시 서구 청라에메랄드로 33,37.5,126.6
